user_id,features,input_dim,n_train,n_val,epochs_run,best_val_loss,train_csv,val_csv,model_type
s042,"['dwell_mean', 'dwell_std', 'dwell_p10', 'dwell_p50', 'dwell_p90', 'dd_mean', 'dd_std', 'dd_p10', 'dd_p50', 'dd_p90', 'ud_mean', 'ud_std', 'ud_p10', 'ud_p50', 'ud_p90', 'backspace_rate', 'burst_mean', 'idle_frac']",18,240,80,40,0.7916983366012573,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_train_windows.csv,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_val_windows.csv,per_user_cae_baseline
s043,"['dwell_mean', 'dwell_std', 'dwell_p10', 'dwell_p50', 'dwell_p90', 'dd_mean', 'dd_std', 'dd_p10', 'dd_p50', 'dd_p90', 'ud_mean', 'ud_std', 'ud_p10', 'ud_p50', 'ud_p90', 'backspace_rate', 'burst_mean', 'idle_frac']",18,240,80,40,2.1352319717407227,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_train_windows.csv,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_val_windows.csv,per_user_cae_baseline
s044,"['dwell_mean', 'dwell_std', 'dwell_p10', 'dwell_p50', 'dwell_p90', 'dd_mean', 'dd_std', 'dd_p10', 'dd_p50', 'dd_p90', 'ud_mean', 'ud_std', 'ud_p10', 'ud_p50', 'ud_p90', 'backspace_rate', 'burst_mean', 'idle_frac']",18,240,80,40,0.5510939359664917,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_train_windows.csv,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_val_windows.csv,per_user_cae_baseline
s046,"['dwell_mean', 'dwell_std', 'dwell_p10', 'dwell_p50', 'dwell_p90', 'dd_mean', 'dd_std', 'dd_p10', 'dd_p50', 'dd_p90', 'ud_mean', 'ud_std', 'ud_p10', 'ud_p50', 'ud_p90', 'backspace_rate', 'burst_mean', 'idle_frac']",18,240,80,40,0.873892605304718,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_train_windows.csv,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_val_windows.csv,per_user_cae_baseline
s047,"['dwell_mean', 'dwell_std', 'dwell_p10', 'dwell_p50', 'dwell_p90', 'dd_mean', 'dd_std', 'dd_p10', 'dd_p50', 'dd_p90', 'ud_mean', 'ud_std', 'ud_p10', 'ud_p50', 'ud_p90', 'backspace_rate', 'burst_mean', 'idle_frac']",18,240,80,40,0.5523083806037903,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_train_windows.csv,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_val_windows.csv,per_user_cae_baseline
s048,"['dwell_mean', 'dwell_std', 'dwell_p10', 'dwell_p50', 'dwell_p90', 'dd_mean', 'dd_std', 'dd_p10', 'dd_p50', 'dd_p90', 'ud_mean', 'ud_std', 'ud_p10', 'ud_p50', 'ud_p90', 'backspace_rate', 'burst_mean', 'idle_frac']",18,240,80,40,0.6082750558853149,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_train_windows.csv,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_val_windows.csv,per_user_cae_baseline
s049,"['dwell_mean', 'dwell_std', 'dwell_p10', 'dwell_p50', 'dwell_p90', 'dd_mean', 'dd_std', 'dd_p10', 'dd_p50', 'dd_p90', 'ud_mean', 'ud_std', 'ud_p10', 'ud_p50', 'ud_p90', 'backspace_rate', 'burst_mean', 'idle_frac']",18,240,80,40,0.517646312713623,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_train_windows.csv,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_val_windows.csv,per_user_cae_baseline
s050,"['dwell_mean', 'dwell_std', 'dwell_p10', 'dwell_p50', 'dwell_p90', 'dd_mean', 'dd_std', 'dd_p10', 'dd_p50', 'dd_p90', 'ud_mean', 'ud_std', 'ud_p10', 'ud_p50', 'ud_p90', 'backspace_rate', 'burst_mean', 'idle_frac']",18,240,80,40,0.6535443067550659,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_train_windows.csv,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_val_windows.csv,per_user_cae_baseline
s051,"['dwell_mean', 'dwell_std', 'dwell_p10', 'dwell_p50', 'dwell_p90', 'dd_mean', 'dd_std', 'dd_p10', 'dd_p50', 'dd_p90', 'ud_mean', 'ud_std', 'ud_p10', 'ud_p50', 'ud_p90', 'backspace_rate', 'burst_mean', 'idle_frac']",18,240,80,40,0.6957374811172485,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_train_windows.csv,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_val_windows.csv,per_user_cae_baseline
s052,"['dwell_mean', 'dwell_std', 'dwell_p10', 'dwell_p50', 'dwell_p90', 'dd_mean', 'dd_std', 'dd_p10', 'dd_p50', 'dd_p90', 'ud_mean', 'ud_std', 'ud_p10', 'ud_p50', 'ud_p90', 'backspace_rate', 'burst_mean', 'idle_frac']",18,240,80,40,0.6910489201545715,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_train_windows.csv,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_val_windows.csv,per_user_cae_baseline
s053,"['dwell_mean', 'dwell_std', 'dwell_p10', 'dwell_p50', 'dwell_p90', 'dd_mean', 'dd_std', 'dd_p10', 'dd_p50', 'dd_p90', 'ud_mean', 'ud_std', 'ud_p10', 'ud_p50', 'ud_p90', 'backspace_rate', 'burst_mean', 'idle_frac']",18,240,80,40,0.6864666938781738,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_train_windows.csv,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_val_windows.csv,per_user_cae_baseline
s054,"['dwell_mean', 'dwell_std', 'dwell_p10', 'dwell_p50', 'dwell_p90', 'dd_mean', 'dd_std', 'dd_p10', 'dd_p50', 'dd_p90', 'ud_mean', 'ud_std', 'ud_p10', 'ud_p50', 'ud_p90', 'backspace_rate', 'burst_mean', 'idle_frac']",18,240,80,40,0.6084661483764648,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_train_windows.csv,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_val_windows.csv,per_user_cae_baseline
s055,"['dwell_mean', 'dwell_std', 'dwell_p10', 'dwell_p50', 'dwell_p90', 'dd_mean', 'dd_std', 'dd_p10', 'dd_p50', 'dd_p90', 'ud_mean', 'ud_std', 'ud_p10', 'ud_p50', 'ud_p90', 'backspace_rate', 'burst_mean', 'idle_frac']",18,240,80,40,0.5703234076499939,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_train_windows.csv,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_val_windows.csv,per_user_cae_baseline
s056,"['dwell_mean', 'dwell_std', 'dwell_p10', 'dwell_p50', 'dwell_p90', 'dd_mean', 'dd_std', 'dd_p10', 'dd_p50', 'dd_p90', 'ud_mean', 'ud_std', 'ud_p10', 'ud_p50', 'ud_p90', 'backspace_rate', 'burst_mean', 'idle_frac']",18,240,80,40,0.5364490151405334,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_train_windows.csv,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_val_windows.csv,per_user_cae_baseline
s057,"['dwell_mean', 'dwell_std', 'dwell_p10', 'dwell_p50', 'dwell_p90', 'dd_mean', 'dd_std', 'dd_p10', 'dd_p50', 'dd_p90', 'ud_mean', 'ud_std', 'ud_p10', 'ud_p50', 'ud_p90', 'backspace_rate', 'burst_mean', 'idle_frac']",18,240,80,40,0.7547970414161682,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_train_windows.csv,/Users/hitesh/Desktop/Continuous-Authentication-to-Detect-Session-Hijacking-in-Remote-Work-Environments/Data/keyboard_val_windows.csv,per_user_cae_baseline
