model,FAR_macro,FRR_macro,ACC_macro,F1_macro
keyboard_AE,0.6592156862745098,0.2192156862745098,0.5607843137254902,0.6207802253395436
keyboard_SVM,0.010205882352941136,0.5102941176470588,0.7397499999999998,0.48026582860620975
